h_country,nameOfAggr,year,quarter,subGroup,subGroupVal,C_Value,h_name,QI,YQ,isAngelKPI,aggFunc,Value,data_Pts,data_missing,isKPI,pct_missing,isYearAgg,isCountryAgg,qual4Stroke Ready,qual4Diamond,qual4Platinum,qual4Gold,qual4NA,MedianGeg_C,diffFromC,CSoAboveCountry,CSoAboveDiamond,CSoAbovePlatinum,CSoAboveGold,is1stgeqC,is1stGold,is1stPlat,is1stDiam
Far away,af_p_dis_anticoag,2019,Q1,stroke_type,intracerebral hemorrhage,NA,General,discharge_any_anticoagulant,2019 Q1,TRUE,pct,NA,0,22,FALSE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,af_p_dis_anticoag,2019,Q1,stroke_type,ischemic,NA,General,discharge_any_anticoagulant,2019 Q1,TRUE,pct,2.2,93,0,FALSE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,af_p_dis_anticoag,2019,Q1,gender,female,NA,General,discharge_any_anticoagulant,2019 Q1,TRUE,pct,2,51,7,FALSE,12.1,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,af_p_dis_anticoag,2019,Q1,gender,male,NA,General,discharge_any_anticoagulant,2019 Q1,TRUE,pct,2.4,42,15,FALSE,26.3,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,isp_dis_antiplat,2019,Q1,NA,NA,NA,General,discharge_any_antiplatelet,2019 Q1,TRUE,pct,97.8,93,22,FALSE,19.1,FALSE,FALSE,0,1,0,0,0,NA,NA,0,1,1,1,0,0,0,1
Far away,isp_dis_antiplat,2019,Q1,first_hospital,TRUE,NA,General,discharge_any_antiplatelet,2019 Q1,TRUE,pct,97.8,93,22,FALSE,19.1,FALSE,FALSE,0,1,0,0,0,NA,NA,0,2,2,2,0,0,0,0
Far away,isp_dis_antiplat,2019,Q1,prenotification,NA,NA,General,discharge_any_antiplatelet,2019 Q1,TRUE,pct,97.8,93,22,FALSE,19.1,FALSE,FALSE,0,1,0,0,0,NA,NA,0,3,3,3,0,0,0,0
Far away,isp_dis_antiplat,2019,Q1,imaging_done,FALSE,NA,General,discharge_any_antiplatelet,2019 Q1,TRUE,pct,100,1,0,FALSE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,0,4,4,4,0,0,0,0
Far away,isp_dis_antiplat,2019,Q1,imaging_done,TRUE,NA,General,discharge_any_antiplatelet,2019 Q1,TRUE,pct,97.8,92,22,FALSE,19.3,FALSE,FALSE,0,1,0,0,0,NA,NA,0,5,5,5,0,0,0,0
Far away,isp_dis_antiplat,2019,Q1,stroke_type,intracerebral hemorrhage,NA,General,discharge_any_antiplatelet,2019 Q1,TRUE,pct,NA,0,22,FALSE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,0,5,5,5,0,0,0,0
Far away,isp_dis_antiplat,2019,Q1,stroke_type,ischemic,NA,General,discharge_any_antiplatelet,2019 Q1,TRUE,pct,97.8,93,0,FALSE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,0,6,6,6,0,0,0,0
Far away,isp_dis_antiplat,2019,Q1,gender,female,NA,General,discharge_any_antiplatelet,2019 Q1,TRUE,pct,98,51,7,FALSE,12.1,FALSE,FALSE,0,1,0,0,0,NA,NA,0,7,7,7,0,0,0,0
Far away,isp_dis_antiplat,2019,Q1,gender,male,NA,General,discharge_any_antiplatelet,2019 Q1,TRUE,pct,97.6,42,15,FALSE,26.3,FALSE,FALSE,0,1,0,0,0,NA,NA,0,8,8,8,0,0,0,0
Far away,dgt_leq_120,2019,Q1,NA,NA,0,General,door_to_groin,2019 Q1,TRUE,pct,0,3,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Far away,dgt_leq_90,2019,Q1,NA,NA,66.7,General,door_to_groin,2019 Q1,TRUE,pct,66.7,3,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,1,0,2,1,1,1,0,0,0,1
Far away,door_to_groin,2019,Q1,NA,NA,90,General,door_to_groin,2019 Q1,FALSE,median,90,3,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,1,0,3,1,1,1,0,0,0,0
Far away,dgt_leq_120,2019,Q1,first_hospital,TRUE,NA,General,door_to_groin,2019 Q1,TRUE,pct,0,3,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,3,1,1,1,0,0,0,0
Far away,dgt_leq_120,2019,Q1,prenotification,NA,NA,General,door_to_groin,2019 Q1,TRUE,pct,0,3,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,3,1,1,1,0,0,0,0
Far away,dgt_leq_120,2019,Q1,imaging_done,FALSE,NA,General,door_to_groin,2019 Q1,TRUE,pct,NA,0,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,3,1,1,1,0,0,0,0
Far away,dgt_leq_120,2019,Q1,imaging_done,TRUE,NA,General,door_to_groin,2019 Q1,TRUE,pct,0,3,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,3,1,1,1,0,0,0,0
Far away,dgt_leq_120,2019,Q1,stroke_type,intracerebral hemorrhage,NA,General,door_to_groin,2019 Q1,TRUE,pct,NA,0,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,3,1,1,1,0,0,0,0
Far away,dgt_leq_120,2019,Q1,stroke_type,ischemic,NA,General,door_to_groin,2019 Q1,TRUE,pct,0,3,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,3,1,1,1,0,0,0,0
Far away,dgt_leq_120,2019,Q1,gender,female,NA,General,door_to_groin,2019 Q1,TRUE,pct,0,2,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,3,1,1,1,0,0,0,0
Far away,dgt_leq_120,2019,Q1,gender,male,NA,General,door_to_groin,2019 Q1,TRUE,pct,0,1,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,3,1,1,1,0,0,0,0
Far away,dgt_leq_90,2019,Q1,first_hospital,TRUE,NA,General,door_to_groin,2019 Q1,TRUE,pct,66.7,3,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,3,2,2,2,0,0,0,0
Far away,dgt_leq_90,2019,Q1,prenotification,NA,NA,General,door_to_groin,2019 Q1,TRUE,pct,66.7,3,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,3,3,3,3,0,0,0,0
Far away,dgt_leq_90,2019,Q1,imaging_done,FALSE,NA,General,door_to_groin,2019 Q1,TRUE,pct,NA,0,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,3,3,3,3,0,0,0,0
Far away,dgt_leq_90,2019,Q1,imaging_done,TRUE,NA,General,door_to_groin,2019 Q1,TRUE,pct,66.7,3,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,3,4,4,4,0,0,0,0
Far away,dgt_leq_90,2019,Q1,stroke_type,intracerebral hemorrhage,NA,General,door_to_groin,2019 Q1,TRUE,pct,NA,0,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,3,4,4,4,0,0,0,0
Far away,dgt_leq_90,2019,Q1,stroke_type,ischemic,NA,General,door_to_groin,2019 Q1,TRUE,pct,66.7,3,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,3,5,5,5,0,0,0,0
Far away,dgt_leq_90,2019,Q1,gender,female,NA,General,door_to_groin,2019 Q1,TRUE,pct,50,2,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,3,6,6,6,0,0,0,0
Far away,dgt_leq_90,2019,Q1,gender,male,NA,General,door_to_groin,2019 Q1,TRUE,pct,100,1,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,3,7,7,7,0,0,0,0
Far away,door_to_groin,2019,Q1,first_hospital,TRUE,NA,General,door_to_groin,2019 Q1,FALSE,median,90,3,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,3,7,7,7,0,0,0,0
Far away,door_to_groin,2019,Q1,prenotification,NA,NA,General,door_to_groin,2019 Q1,FALSE,median,90,3,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,3,7,7,7,0,0,0,0
Far away,door_to_groin,2019,Q1,imaging_done,FALSE,NA,General,door_to_groin,2019 Q1,FALSE,median,NA,0,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,3,7,7,7,0,0,0,0
Far away,door_to_groin,2019,Q1,imaging_done,TRUE,NA,General,door_to_groin,2019 Q1,FALSE,median,90,3,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,3,7,7,7,0,0,0,0
Far away,door_to_groin,2019,Q1,stroke_type,intracerebral hemorrhage,NA,General,door_to_groin,2019 Q1,FALSE,median,NA,0,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,3,7,7,7,0,0,0,0
Far away,door_to_groin,2019,Q1,stroke_type,ischemic,NA,General,door_to_groin,2019 Q1,FALSE,median,90,3,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,3,7,7,7,0,0,0,0
Far away,door_to_groin,2019,Q1,gender,female,NA,General,door_to_groin,2019 Q1,FALSE,median,92.5,2,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,3,7,7,7,0,0,0,0
Far away,door_to_groin,2019,Q1,gender,male,NA,General,door_to_groin,2019 Q1,FALSE,median,90,1,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,3,7,7,7,0,0,0,0
Far away,dnt_leq_60,2019,Q1,NA,NA,100,General,door_to_needle,2019 Q1,TRUE,pct,100,2,1,TRUE,33.3,FALSE,FALSE,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1
Far away,dnt_leq_45,2019,Q1,NA,NA,100,General,door_to_needle,2019 Q1,TRUE,pct,100,2,1,TRUE,33.3,FALSE,FALSE,0,1,0,0,0,1,0,2,2,2,2,0,0,0,0
Far away,door_to_needle,2019,Q1,NA,NA,20,General,door_to_needle,2019 Q1,FALSE,median,20,2,1,TRUE,33.3,FALSE,FALSE,0,0,0,0,1,1,0,3,2,2,2,0,0,0,0
Far away,dnt_leq_60,2019,Q1,first_hospital,TRUE,NA,General,door_to_needle,2019 Q1,TRUE,pct,100,2,1,TRUE,33.3,FALSE,FALSE,0,1,0,0,0,NA,NA,3,3,3,3,0,0,0,0
Far away,dnt_leq_60,2019,Q1,prenotification,NA,NA,General,door_to_needle,2019 Q1,TRUE,pct,100,2,1,TRUE,33.3,FALSE,FALSE,0,1,0,0,0,NA,NA,3,4,4,4,0,0,0,0
Far away,dnt_leq_60,2019,Q1,imaging_done,FALSE,NA,General,door_to_needle,2019 Q1,TRUE,pct,NA,0,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,3,4,4,4,0,0,0,0
Far away,dnt_leq_60,2019,Q1,imaging_done,TRUE,NA,General,door_to_needle,2019 Q1,TRUE,pct,100,2,1,TRUE,33.3,FALSE,FALSE,0,1,0,0,0,NA,NA,3,5,5,5,0,0,0,0
Far away,dnt_leq_60,2019,Q1,stroke_type,intracerebral hemorrhage,NA,General,door_to_needle,2019 Q1,TRUE,pct,NA,0,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,3,5,5,5,0,0,0,0
Far away,dnt_leq_60,2019,Q1,stroke_type,ischemic,NA,General,door_to_needle,2019 Q1,TRUE,pct,100,2,1,TRUE,33.3,FALSE,FALSE,0,1,0,0,0,NA,NA,3,6,6,6,0,0,0,0
Far away,dnt_leq_60,2019,Q1,gender,female,NA,General,door_to_needle,2019 Q1,TRUE,pct,100,1,1,TRUE,50,FALSE,FALSE,0,1,0,0,0,NA,NA,3,7,7,7,0,0,0,0
Far away,dnt_leq_60,2019,Q1,gender,male,NA,General,door_to_needle,2019 Q1,TRUE,pct,100,1,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,3,8,8,8,0,0,0,0
Far away,dnt_leq_45,2019,Q1,first_hospital,TRUE,NA,General,door_to_needle,2019 Q1,TRUE,pct,100,2,1,TRUE,33.3,FALSE,FALSE,0,1,0,0,0,NA,NA,3,9,9,9,0,0,0,0
Far away,dnt_leq_45,2019,Q1,prenotification,NA,NA,General,door_to_needle,2019 Q1,TRUE,pct,100,2,1,TRUE,33.3,FALSE,FALSE,0,1,0,0,0,NA,NA,3,10,10,10,0,0,0,0
Far away,dnt_leq_45,2019,Q1,imaging_done,FALSE,NA,General,door_to_needle,2019 Q1,TRUE,pct,NA,0,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,3,10,10,10,0,0,0,0
Far away,dnt_leq_45,2019,Q1,imaging_done,TRUE,NA,General,door_to_needle,2019 Q1,TRUE,pct,100,2,1,TRUE,33.3,FALSE,FALSE,0,1,0,0,0,NA,NA,3,11,11,11,0,0,0,0
Far away,dnt_leq_45,2019,Q1,stroke_type,intracerebral hemorrhage,NA,General,door_to_needle,2019 Q1,TRUE,pct,NA,0,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,3,11,11,11,0,0,0,0
Far away,dnt_leq_45,2019,Q1,stroke_type,ischemic,NA,General,door_to_needle,2019 Q1,TRUE,pct,100,2,1,TRUE,33.3,FALSE,FALSE,0,1,0,0,0,NA,NA,3,12,12,12,0,0,0,0
Far away,dnt_leq_45,2019,Q1,gender,female,NA,General,door_to_needle,2019 Q1,TRUE,pct,100,1,1,TRUE,50,FALSE,FALSE,0,1,0,0,0,NA,NA,3,13,13,13,0,0,0,0
Far away,dnt_leq_45,2019,Q1,gender,male,NA,General,door_to_needle,2019 Q1,TRUE,pct,100,1,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,3,14,14,14,0,0,0,0
Far away,door_to_needle,2019,Q1,first_hospital,TRUE,NA,General,door_to_needle,2019 Q1,FALSE,median,20,2,1,TRUE,33.3,FALSE,FALSE,0,0,0,0,1,NA,NA,3,14,14,14,0,0,0,0
Far away,door_to_needle,2019,Q1,prenotification,NA,NA,General,door_to_needle,2019 Q1,FALSE,median,20,2,1,TRUE,33.3,FALSE,FALSE,0,0,0,0,1,NA,NA,3,14,14,14,0,0,0,0
Far away,door_to_needle,2019,Q1,imaging_done,FALSE,NA,General,door_to_needle,2019 Q1,FALSE,median,NA,0,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,3,14,14,14,0,0,0,0
Far away,door_to_needle,2019,Q1,imaging_done,TRUE,NA,General,door_to_needle,2019 Q1,FALSE,median,20,2,1,TRUE,33.3,FALSE,FALSE,0,0,0,0,1,NA,NA,3,14,14,14,0,0,0,0
Far away,door_to_needle,2019,Q1,stroke_type,intracerebral hemorrhage,NA,General,door_to_needle,2019 Q1,FALSE,median,NA,0,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,3,14,14,14,0,0,0,0
Far away,door_to_needle,2019,Q1,stroke_type,ischemic,NA,General,door_to_needle,2019 Q1,FALSE,median,20,2,1,TRUE,33.3,FALSE,FALSE,0,0,0,0,1,NA,NA,3,14,14,14,0,0,0,0
Far away,door_to_needle,2019,Q1,gender,female,NA,General,door_to_needle,2019 Q1,FALSE,median,35,1,1,TRUE,50,FALSE,FALSE,0,0,0,0,1,NA,NA,3,14,14,14,0,0,0,0
Far away,door_to_needle,2019,Q1,gender,male,NA,General,door_to_needle,2019 Q1,FALSE,median,5,1,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,3,14,14,14,0,0,0,0
Far away,af_p_dis_anticoag,2019,Q2,NA,NA,NA,General,discharge_any_anticoagulant,2019 Q2,TRUE,pct,11.6,189,51,FALSE,21.2,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,af_p_dis_anticoag,2019,Q2,first_hospital,TRUE,NA,General,discharge_any_anticoagulant,2019 Q2,TRUE,pct,11.6,189,51,FALSE,21.2,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,af_p_dis_anticoag,2019,Q2,prenotification,NA,NA,General,discharge_any_anticoagulant,2019 Q2,TRUE,pct,11.6,189,51,FALSE,21.2,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,af_p_dis_anticoag,2019,Q2,imaging_done,FALSE,NA,General,discharge_any_anticoagulant,2019 Q2,TRUE,pct,NA,0,1,FALSE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,af_p_dis_anticoag,2019,Q2,imaging_done,TRUE,NA,General,discharge_any_anticoagulant,2019 Q2,TRUE,pct,11.6,189,49,FALSE,20.6,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,af_p_dis_anticoag,2019,Q2,imaging_done,NA,NA,General,discharge_any_anticoagulant,2019 Q2,TRUE,pct,NA,0,1,FALSE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,af_p_dis_anticoag,2019,Q2,stroke_type,intracerebral hemorrhage,NA,General,discharge_any_anticoagulant,2019 Q2,TRUE,pct,NA,0,51,FALSE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,af_p_dis_anticoag,2019,Q2,stroke_type,ischemic,NA,General,discharge_any_anticoagulant,2019 Q2,TRUE,pct,11.6,189,0,FALSE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,af_p_dis_anticoag,2019,Q2,gender,female,NA,General,discharge_any_anticoagulant,2019 Q2,TRUE,pct,11.5,104,24,FALSE,18.8,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,af_p_dis_anticoag,2019,Q2,gender,male,NA,General,discharge_any_anticoagulant,2019 Q2,TRUE,pct,11.8,85,27,FALSE,24.1,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0
Far away,isp_dis_antiplat,2019,Q2,NA,NA,NA,General,discharge_any_antiplatelet,2019 Q2,TRUE,pct,86.8,189,51,FALSE,21.2,FALSE,FALSE,0,0,1,0,0,NA,NA,0,0,1,1,0,0,1,0
Far away,isp_dis_antiplat,2019,Q2,first_hospital,TRUE,NA,General,discharge_any_antiplatelet,2019 Q2,TRUE,pct,86.8,189,51,FALSE,21.2,FALSE,FALSE,0,0,1,0,0,NA,NA,0,0,2,2,0,0,0,0
Far away,isp_dis_antiplat,2019,Q2,prenotification,NA,NA,General,discharge_any_antiplatelet,2019 Q2,TRUE,pct,86.8,189,51,FALSE,21.2,FALSE,FALSE,0,0,1,0,0,NA,NA,0,0,3,3,0,0,0,0
Far away,isp_dis_antiplat,2019,Q2,imaging_done,FALSE,NA,General,discharge_any_antiplatelet,2019 Q2,TRUE,pct,NA,0,1,FALSE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,3,3,0,0,0,0
Far away,isp_dis_antiplat,2019,Q2,imaging_done,TRUE,NA,General,discharge_any_antiplatelet,2019 Q2,TRUE,pct,86.8,189,49,FALSE,20.6,FALSE,FALSE,0,0,1,0,0,NA,NA,0,0,4,4,0,0,0,0
Far away,isp_dis_antiplat,2019,Q2,imaging_done,NA,NA,General,discharge_any_antiplatelet,2019 Q2,TRUE,pct,NA,0,1,FALSE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,4,4,0,0,0,0
Far away,isp_dis_antiplat,2019,Q2,stroke_type,intracerebral hemorrhage,NA,General,discharge_any_antiplatelet,2019 Q2,TRUE,pct,NA,0,51,FALSE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,0,0,4,4,0,0,0,0
Far away,isp_dis_antiplat,2019,Q2,stroke_type,ischemic,NA,General,discharge_any_antiplatelet,2019 Q2,TRUE,pct,86.8,189,0,FALSE,0,FALSE,FALSE,0,0,1,0,0,NA,NA,0,0,5,5,0,0,0,0
Far away,isp_dis_antiplat,2019,Q2,gender,female,NA,General,discharge_any_antiplatelet,2019 Q2,TRUE,pct,87.5,104,24,FALSE,18.8,FALSE,FALSE,0,0,1,0,0,NA,NA,0,0,6,6,0,0,0,0
Far away,isp_dis_antiplat,2019,Q2,gender,male,NA,General,discharge_any_antiplatelet,2019 Q2,TRUE,pct,85.9,85,27,FALSE,24.1,FALSE,FALSE,0,0,1,0,0,NA,NA,0,0,7,7,0,0,0,0
Far away,dgt_leq_120,2019,Q2,NA,NA,22.2,General,door_to_groin,2019 Q2,TRUE,pct,22.2,9,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Far away,dgt_leq_90,2019,Q2,NA,NA,55.6,General,door_to_groin,2019 Q2,TRUE,pct,55.6,9,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,1,0,2,1,1,1,0,0,0,1
Far away,door_to_groin,2019,Q2,NA,NA,79,General,door_to_groin,2019 Q2,FALSE,median,79,9,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,1,0,3,1,1,1,0,0,0,0
Far away,dgt_leq_120,2019,Q2,first_hospital,TRUE,NA,General,door_to_groin,2019 Q2,TRUE,pct,22.2,9,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,3,1,1,1,0,0,0,0
Far away,dgt_leq_120,2019,Q2,prenotification,NA,NA,General,door_to_groin,2019 Q2,TRUE,pct,22.2,9,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,3,1,1,1,0,0,0,0
Far away,dgt_leq_120,2019,Q2,imaging_done,FALSE,NA,General,door_to_groin,2019 Q2,TRUE,pct,NA,0,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,3,1,1,1,0,0,0,0
Far away,dgt_leq_120,2019,Q2,imaging_done,TRUE,NA,General,door_to_groin,2019 Q2,TRUE,pct,22.2,9,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,3,1,1,1,0,0,0,0
Far away,dgt_leq_120,2019,Q2,imaging_done,NA,NA,General,door_to_groin,2019 Q2,TRUE,pct,NA,0,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,3,1,1,1,0,0,0,0
Far away,dgt_leq_120,2019,Q2,stroke_type,intracerebral hemorrhage,NA,General,door_to_groin,2019 Q2,TRUE,pct,NA,0,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,3,1,1,1,0,0,0,0
Far away,dgt_leq_120,2019,Q2,stroke_type,ischemic,NA,General,door_to_groin,2019 Q2,TRUE,pct,22.2,9,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,3,1,1,1,0,0,0,0
Far away,dgt_leq_120,2019,Q2,gender,female,NA,General,door_to_groin,2019 Q2,TRUE,pct,33.3,3,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,3,1,1,1,0,0,0,0
Far away,dgt_leq_120,2019,Q2,gender,male,NA,General,door_to_groin,2019 Q2,TRUE,pct,16.7,6,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,3,1,1,1,0,0,0,0
Far away,dgt_leq_90,2019,Q2,first_hospital,TRUE,NA,General,door_to_groin,2019 Q2,TRUE,pct,55.6,9,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,3,2,2,2,0,0,0,0
Far away,dgt_leq_90,2019,Q2,prenotification,NA,NA,General,door_to_groin,2019 Q2,TRUE,pct,55.6,9,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,3,3,3,3,0,0,0,0
Far away,dgt_leq_90,2019,Q2,imaging_done,FALSE,NA,General,door_to_groin,2019 Q2,TRUE,pct,NA,0,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,3,3,3,3,0,0,0,0
Far away,dgt_leq_90,2019,Q2,imaging_done,TRUE,NA,General,door_to_groin,2019 Q2,TRUE,pct,55.6,9,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,3,4,4,4,0,0,0,0
Far away,dgt_leq_90,2019,Q2,imaging_done,NA,NA,General,door_to_groin,2019 Q2,TRUE,pct,NA,0,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,3,4,4,4,0,0,0,0
Far away,dgt_leq_90,2019,Q2,stroke_type,intracerebral hemorrhage,NA,General,door_to_groin,2019 Q2,TRUE,pct,NA,0,0,TRUE,0,FALSE,FALSE,1,0,0,0,0,NA,NA,3,4,4,4,0,0,0,0
Far away,dgt_leq_90,2019,Q2,stroke_type,ischemic,NA,General,door_to_groin,2019 Q2,TRUE,pct,55.6,9,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,3,5,5,5,0,0,0,0
Far away,dgt_leq_90,2019,Q2,gender,female,NA,General,door_to_groin,2019 Q2,TRUE,pct,66.7,3,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,3,6,6,6,0,0,0,0
Far away,dgt_leq_90,2019,Q2,gender,male,NA,General,door_to_groin,2019 Q2,TRUE,pct,50,6,0,TRUE,0,FALSE,FALSE,0,1,0,0,0,NA,NA,3,7,7,7,0,0,0,0
Far away,door_to_groin,2019,Q2,first_hospital,TRUE,NA,General,door_to_groin,2019 Q2,FALSE,median,79,9,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,3,7,7,7,0,0,0,0
Far away,door_to_groin,2019,Q2,prenotification,NA,NA,General,door_to_groin,2019 Q2,FALSE,median,79,9,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,3,7,7,7,0,0,0,0
Far away,door_to_groin,2019,Q2,imaging_done,FALSE,NA,General,door_to_groin,2019 Q2,FALSE,median,NA,0,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,3,7,7,7,0,0,0,0
Far away,door_to_groin,2019,Q2,imaging_done,TRUE,NA,General,door_to_groin,2019 Q2,FALSE,median,79,9,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,3,7,7,7,0,0,0,0
Far away,door_to_groin,2019,Q2,imaging_done,NA,NA,General,door_to_groin,2019 Q2,FALSE,median,NA,0,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,3,7,7,7,0,0,0,0
Far away,door_to_groin,2019,Q2,stroke_type,intracerebral hemorrhage,NA,General,door_to_groin,2019 Q2,FALSE,median,NA,0,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,3,7,7,7,0,0,0,0
Far away,door_to_groin,2019,Q2,stroke_type,ischemic,NA,General,door_to_groin,2019 Q2,FALSE,median,79,9,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,3,7,7,7,0,0,0,0
Far away,door_to_groin,2019,Q2,gender,female,NA,General,door_to_groin,2019 Q2,FALSE,median,74,3,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,3,7,7,7,0,0,0,0
Far away,door_to_groin,2019,Q2,gender,male,NA,General,door_to_groin,2019 Q2,FALSE,median,96.5,6,0,TRUE,0,FALSE,FALSE,0,0,0,0,1,NA,NA,3,7,7,7,0,0,0,0
Far away,dnt_leq_60,2019,Q2,NA,NA,100,General,door_to_needle,2019 Q2,TRUE,pct,100,3,6,TRUE,66.7,FALSE,FALSE,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1
Far away,dnt_leq_45,2019,Q2,NA,NA,100,General,door_to_needle,2019 Q2,TRUE,pct,100,3,6,TRUE,66.7,FALSE,FALSE,0,1,0,0,0,1,0,2,2,2,2,0,0,0,0
Far away,door_to_needle,2019,Q2,NA,NA,24,General,door_to_needle,2019 Q2,FALSE,median,24,3,6,TRUE,66.7,FALSE,FALSE,0,0,0,0,1,1,0,3,2,2,2,0,0,0,0
